"id","original_code","error_type","error_message","error_line","target_action","fixed_code","complexity"
"13903","let flag = [10, 20, 30, 40, 50];
let index = 30;
let sum = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (flag[i] == index) {
        sum = 1;
    }
}
if (sum == 1) {
    print(""Found"");
} else {
    print(""Not Found"")
}","Syntactic","Expected ';' after print statement","12","INSERT_SEMICOLON","let flag = [10, 20, 30, 40, 50];
let index = 30;
let sum = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (flag[i] == index) {
        sum = 1;
    }
}
if (sum == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"13904","for (let target = 0; target < 3; target = target + 1) {
    if (target > 2) {
        print(target);
print(""hello);
}","Lexical","Unterminated string","4","INSERT_QUOTE","for (let target = 0; target < 3; target = target + 1) {
    if (target > 2) {
        print(target);
print(""hello"");
}","medium"
"13905","n = 0;
let index = 10;
let sum = 0;
while (n < index) {
    if (n > 5) {
        sum = sum + n;
    } else {
        sum = sum + index;
    }
    n = n + 1;
}
print(sum);","Semantic","Variable 'n' used before declaration","1","PREPEND_LET","let n = 0;
let index = 10;
let sum = 0;
while (n < index) {
    if (n > 5) {
        sum = sum + n;
    } else {
        sum = sum + index;
    }
    n = n + 1;
}
print(sum);","long"
"13906","for (let player = 0; player < 15; player = player + 1) {
    if (player > 2) {
        print(player);
    }
","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","for (let player = 0; player < 15; player = player + 1) {
    if (player > 2) {
        print(player);
    }
}","medium"
"13907","let found = 0;
while (found < 1) {
    if (found > 3) {
        print(found);
    }
    found = found + 1
}","Syntactic","Expected ';' after assignment","6","INSERT_SEMICOLON","let found = 0;
while (found < 1) {
    if (found > 3) {
        print(found);
    }
    found = found + 1;
}","medium"
"13908","let found = 3;
if (found < 5) {
    print(""low"");
} else {
    print(""high"";
}","Syntactic","Expected ')'","5","INSERT_RPAREN","let found = 3;
if (found < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"13909","print(""hello);
print(score[1]);","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
print(score[1]);","short"
"13910","let i = 3;
let index = i + 100
print(index);","Syntactic","Expected ';' after variable declaration","2","INSERT_SEMICOLON","let i = 3;
let index = i + 100;
print(index);","short"
"13911","let temp = 5;
if (temp < 5) {
    print(""low"");
} else {
    print(""high"";
}","Syntactic","Expected ')'","5","INSERT_RPAREN","let temp = 5;
if (temp < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"13912","let sum = 42;
let sum = 42;
if (sum < 5) {
    print(""low"");
} else {
    print(""high"");
}","Semantic","Variable 'sum' already declared","2","REMOVE_LET_OR_RENAME","let sum = 42;
sum = 42;
if (sum < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"13913","let score = 10;
let score = 10;
print(score);","Semantic","Variable 'score' already declared","2","REMOVE_LET_OR_RENAME","let score = 10;
score = 10;
print(score);","short"
"13914","let size = 100;
print(size;","Syntactic","Expected ')'","2","INSERT_RPAREN","let size = 100;
print(size);","short"
"13915","let value = [10, 20, 30, 40, 50];
let i = 30;
let total = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (value[i] == i) {
        total = 1;
    }
}
if (total == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
print(""hello);","Lexical","Unterminated string","13","INSERT_QUOTE","let value = [10, 20, 30, 40, 50];
let i = 30;
let total = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (value[i] == i) {
        total = 1;
    }
}
if (total == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
print(""hello"");","long"
"13916","let arr = [7, 7, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }

let value = max;
print(value);
if (value == 0) {
    print(""Zero"");
}","Syntactic","Expected '}' to close block","7","INSERT_RBRACE","let arr = [7, 7, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let value = max;
print(value);
if (value == 0) {
    print(""Zero"");
}","long"
"13917","let total = 15;
print(total)@;","Lexical","Unexpected character '@'","2","DELETE_CHAR_AT_INDEX","let total = 15;
print(total);","short"
"13918","let j = 0;
j[0] = 1;
let found = 10;
let sum = 0;
while (j < found) {
    if (j > 5) {
        sum = sum + j;
    } else {
        sum = sum + found;
    }
    j = j + 1;
}
print(sum);","Semantic","'j' is not an array","2","MAKE_ARRAY","let j = [0, 0];
j[0] = 1;
let found = 10;
let sum = 0;
while (j < found) {
    if (j > 5) {
        sum = sum + j;
    } else {
        sum = sum + found;
    }
    j = j + 1;
}
print(sum);","long"
"13919","let index = [10, 20, 30, 40, 50];
let min = 30;
let flag = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (index[i] == min) {
        flag = 1;
    }
}
if (flag == 1) {
    print(""Found"");
print(""hello);
    print(""Not Found"");
}","Lexical","Unterminated string","11","INSERT_QUOTE","let index = [10, 20, 30, 40, 50];
let min = 30;
let flag = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (index[i] == min) {
        flag = 1;
    }
}
if (flag == 1) {
    print(""Found"");
print(""hello"");
    print(""Not Found"");
}","long"
"13920","let n = 2;
let player = 7;
if (n > player) {
    print(""greater"");
    n = n - 1;
} else {
    if (n == player) {
        print(""equal"";
    } else {
        print(""less"");
    }
}
print(n);","Syntactic","Expected ')'","8","INSERT_RPAREN","let n = 2;
let player = 7;
if (n > player) {
    print(""greater"");
    n = n - 1;
} else {
    if (n == player) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(n);","long"
"13921","let total = [10, 20, 30, 40, 50];
let score = 30;
let index = 0;
for (let i = 0; i < 5; i = i + 1) {
print(""hello);
        index = 1;
    }
}
if (index == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Lexical","Unterminated string","5","INSERT_QUOTE","let total = [10, 20, 30, 40, 50];
let score = 30;
let index = 0;
for (let i = 0; i < 5; i = i + 1) {
print(""hello"");
        index = 1;
    }
}
if (index == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"13922","let n = [10, 20, 30, 40, 50];
let player = 30;
player[0] = 1;
let temp = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (n[i] == player) {
        temp = 1;
    }
}
if (temp == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Semantic","'player' is not an array","3","MAKE_ARRAY","let n = [10, 20, 30, 40, 50];
let player = [0, 0];
player[0] = 1;
let temp = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (n[i] == player) {
        temp = 1;
    }
}
if (temp == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"13923","let max = 15;
let name = 100;
if (max > name) {
    print(""greater"");
    max = max - 1;
} else {
    if (max == name) {
        print(""equal"");
    } else {~
        print(""less"");
    }
}
print(max);","Lexical","Unexpected character '~'","9","DELETE_CHAR_AT_INDEX","let max = 15;
let name = 100;
if (max > name) {
    print(""greater"");
    max = max - 1;
} else {
    if (max == name) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(max);","long"
"13924","let result = 0;
print(""hello);
    for (let j = 0; j < 5; j = j + 1) {
        result = result + 1;
    }
}
print(result);","Lexical","Unterminated string","2","INSERT_QUOTE","let result = 0;
print(""hello"");
    for (let j = 0; j < 5; j = j + 1) {
        result = result + 1;
    }
}
print(result);","medium"
"13925","let target = 5`;
if (target > 0) {
    print(target);
}","Lexical","Unexpected character '`'","1","DELETE_CHAR_AT_INDEX","let target = 5;
if (target > 0) {
    print(target);
}","medium"
"13926","let n = 0;
for (let i = 0; i < 42; i = i + 1) {
    for (let j = 0; j < 3; j = j + 1) {
        n = n + 1;
    }
}
print(""hello);","Lexical","Unterminated string","7","INSERT_QUOTE","let n = 0;
for (let i = 0; i < 42; i = i + 1) {
    for (let j = 0; j < 3; j = j + 1) {
        n = n + 1;
    }
}
print(""hello"");","medium"
"13927","print(""hello);
print(limit);","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
print(limit);","short"
"13928","let data = 0;
while (data < 2) {
    for (let k = 0; k < 99; k = k + 1) {
        print(k);
    
    data = data + 1;
}
print(data);","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let data = 0;
while (data < 2) {
    for (let k = 0; k < 99; k = k + 1) {
        print(k);
    }
    data = data + 1;
}
print(data);","medium"
"13929","let limit = 42;
let limit = 42;
print(limit);","Semantic","Variable 'limit' already declared","2","REMOVE_LET_OR_RENAME","let limit = 42;
limit = 42;
print(limit);","short"
"13930","for (let found = 0; found < 10; found = found + 1) {
    let y = found * 2;
    print(y);
","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","for (let found = 0; found < 10; found = found + 1) {
    let y = found * 2;
    print(y);
}","short"
"13931","print(""hello);
let index = y + 99;
print(index);","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
let index = y + 99;
print(index);","short"
"13932","let limit = 0;
limit[0] = 1;
while (limit < 5) {
    if (limit > 3) {
        print(limit);
    }
    limit = limit + 1;
}","Semantic","'limit' is not an array","2","MAKE_ARRAY","let limit = [0, 0];
limit[0] = 1;
while (limit < 5) {
    if (limit > 3) {
        print(limit);
    }
    limit = limit + 1;
}","medium"
"13933","for (let limit = 0; limit < 42; limit = limit + 1) {
    if (limit > 2) {
        print(limit);
    
}","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","for (let limit = 0; limit < 42; limit = limit + 1) {
    if (limit > 2) {
        print(limit);
    }
}","medium"
"13934","let result = 5;
let result = 5;
let data = result * 2;
print(data);","Semantic","Variable 'result' already declared","2","REMOVE_LET_OR_RENAME","let result = 5;
result = 5;
let data = result * 2;
print(data);","medium"
"13935","let limit = 3#;
print(limit);","Lexical","Unexpected character '#'","1","DELETE_CHAR_AT_INDEX","let limit = 3;
print(limit);","short"
"13936","let arr = [3, 100, 0, 5, 9];
let arr = [3, 100, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let max = max;
print(max);
if (max == 0) {
    print(""Zero"");
}","Semantic","Variable 'arr' already declared","2","REMOVE_LET_OR_RENAME","let arr = [3, 100, 0, 5, 9];
arr = [3, 100, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let max = max;
print(max);
if (max == 0) {
    print(""Zero"");
}","long"
"13937","let result = 15;
let j = 0;
while (j < result) {
    j = j + 1;
}
print(""hello);","Lexical","Unterminated string","6","INSERT_QUOTE","let result = 15;
let j = 0;
while (j < result) {
    j = j + 1;
}
print(""hello"");","medium"
"13938","let value = 1;
let min = value + 100;
print(""hello);","Lexical","Unterminated string","3","INSERT_QUOTE","let value = 1;
let min = value + 100;
print(""hello"");","short"
"13939","let limit = 0;
while (limit < 2) {
    print(limit);
    limit = limit + 1;
","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let limit = 0;
while (limit < 2) {
    print(limit);
    limit = limit + 1;
}","medium"
"13940","let score = 99;
if (score > 0) {
    print(score)$;
}","Lexical","Unexpected character '$'","3","DELETE_CHAR_AT_INDEX","let score = 99;
if (score > 0) {
    print(score);
}","medium"
"13941","let x = 15#;
if (x < 5) {
    print(""low"");
} else {
    print(""high"");
}","Lexical","Unexpected character '#'","1","DELETE_CHAR_AT_INDEX","let x = 15;
if (x < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"13942","let limit = 0;
while (limit < 42 {
    print(limit);
    limit = limit + 1;
}","Syntactic","Expected ')'","2","INSERT_RPAREN","let limit = 0;
while (limit < 42) {
    print(limit);
    limit = limit + 1;
}","medium"
"13943","min = 0;
for (let i = 0; i < 3; i = i + 1) {
    for (let j = 0; j < 15; j = j + 1) {
        min = min + 1;
    }
}
print(min);","Semantic","Variable 'min' used before declaration","1","PREPEND_LET","let min = 0;
for (let i = 0; i < 3; i = i + 1) {
    for (let j = 0; j < 15; j = j + 1) {
        min = min + 1;
    }
}
print(min);","medium"
"13944","let arr = [0, 1, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let flag = max;
print(flag);
if (flag == 0) {
    print(""Zero"");
}#","Lexical","Unexpected character '#'","12","DELETE_CHAR_AT_INDEX","let arr = [0, 1, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let flag = max;
print(flag);
if (flag == 0) {
    print(""Zero"");
}","long"
"13945","let result = [10, 20, 30, 40, 50];
let max = 30;
let temp = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (result[i] == max) {
        temp = 1;
    }
}
if (temp == 1) {
    print(""Found"");
} else {
    print(""Not Found"";
}","Syntactic","Expected ')'","12","INSERT_RPAREN","let result = [10, 20, 30, 40, 50];
let max = 30;
let temp = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (result[i] == max) {
        temp = 1;
    }
}
if (temp == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"13946","let score = 2;
score[0] = 1;
if (score < 5) {
    print(""low"");
} else {
    print(""high"");
}","Semantic","'score' is not an array","2","MAKE_ARRAY","let score = [0, 0];
score[0] = 1;
if (score < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"13947","for (let name = 0; name < 100; name = name + 1) {
    if (name > 2) {
        print(name)
    }
}","Syntactic","Expected ';' after print statement","3","INSERT_SEMICOLON","for (let name = 0; name < 100; name = name + 1) {
    if (name > 2) {
        print(name);
    }
}","medium"
"13948","let k = 0;
let total = 10;
let sum = 0
while (k < total) {
    if (k > 5) {
        sum = sum + k;
    } else {
        sum = sum + total;
    }
    k = k + 1;
}
print(sum);","Syntactic","Expected ';' after variable declaration","3","INSERT_SEMICOLON","let k = 0;
let total = 10;
let sum = 0;
while (k < total) {
    if (k > 5) {
        sum = sum + k;
    } else {
        sum = sum + total;
    }
    k = k + 1;
}
print(sum);","long"
"13949","for (let value = 0; value < 10; value = value + 1) {
    if (value > 2) {
        print(value);
    
}","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","for (let value = 0; value < 10; value = value + 1) {
    if (value > 2) {
        print(value);
    }
}","medium"
"13950","for (size = 0; size < 10; size = size + 1) {
    let sum = size * 2;
    print(sum);
}","Semantic","Variable 'size' used before declaration","1","PREPEND_LET","for (let size = 0; size < 10; size = size + 1) {
    let sum = size * 2;
    print(sum);
}","medium"
"13951","let found = 1;
let max = found * 2;
print(max;","Syntactic","Expected ')'","3","INSERT_RPAREN","let found = 1;
let max = found * 2;
print(max);","short"
"13952","let total = 0;
while (total < 0) {
    print(total);
    total = total + 1;
","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let total = 0;
while (total < 0) {
    print(total);
    total = total + 1;
}","medium"
"13953","let limit = 0;
for (let i = 0; i < 5; i = i + 1) {
    for (let j = 0; j < 20; j = j + 1) {
        limit = limit + 1;
    
}
print(limit);","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let limit = 0;
for (let i = 0; i < 5; i = i + 1) {
    for (let j = 0; j < 20; j = j + 1) {
        limit = limit + 1;
    }
}
print(limit);","medium"
"13954","for (let value = 0; value < 10; value = value + 1) {
    let i = value * 100;
    print(i)`;
}","Lexical","Unexpected character '`'","3","DELETE_CHAR_AT_INDEX","for (let value = 0; value < 10; value = value + 1) {
    let i = value * 100;
    print(i);
}","medium"
"13955","limit = [20, 1, 0];
print(limit[1]);","Semantic","Variable 'limit' used before declaration","1","PREPEND_LET","let limit = [20, 1, 0];
print(limit[1]);","short"
